#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WikiPathways	WP3915	Angiopoietin-like protein 8 regulatory pathway	7	130	1.13	0.00011	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000298552,9606.ENSP00000309757,9606.ENSP00000311005,9606.ENSP00000344220,9606.ENSP00000380432	MAPK1,RAF1,TSC1,LPL,MAPK7,PDPK1,INS
WikiPathways	WP2355	Corticotropin-releasing hormone signaling pathway	6	91	1.21	0.00015	9606.ENSP00000215832,9606.ENSP00000229264,9606.ENSP00000251849,9606.ENSP00000280357,9606.ENSP00000297494,9606.ENSP00000400175	MAPK1,GNB3,RAF1,IL18,NOS3,RHOA
WikiPathways	WP2380	Brain-derived neurotrophic factor (BDNF) signaling pathway	7	143	1.08	0.00015	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000311005,9606.ENSP00000341044,9606.ENSP00000341208,9606.ENSP00000344220,9606.ENSP00000433623	MAPK1,RAF1,MAPK7,ACACB,STAT5A,PDPK1,TRAF6
WikiPathways	WP4746	Thyroid hormones production and peripheral downstream signaling effects	6	94	1.2	0.00016	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000287820,9606.ENSP00000298552,9606.ENSP00000300055,9606.ENSP00000337332	MAPK1,RAF1,PPARG,TSC1,PLIN1,SIRT6
WikiPathways	WP437	EGF/EGFR signaling pathway	7	162	1.03	0.00026	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000297494,9606.ENSP00000311005,9606.ENSP00000341208,9606.ENSP00000344220	MAPK1,RAF1,ERBB2,NOS3,MAPK7,STAT5A,PDPK1
WikiPathways	WP581	EPO receptor signaling	4	26	1.58	0.00028	9606.ENSP00000215832,9606.ENSP00000222139,9606.ENSP00000251849,9606.ENSP00000341208	MAPK1,EPOR,RAF1,STAT5A
WikiPathways	WP4155	Endometrial cancer	5	63	1.29	0.00034	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000269571,9606.ENSP00000344220	MAPK1,RAF1,CDH1,ERBB2,PDPK1
WikiPathways	WP3680	Physico-chemical features and toxicity-associated pathways	5	66	1.27	0.00039	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000341208,9606.ENSP00000400175	MAPK1,RAF1,ERBB2,STAT5A,RHOA
WikiPathways	WP5102	Familial partial lipodystrophy (FPLD)	4	30	1.52	0.00039	9606.ENSP00000287820,9606.ENSP00000300055,9606.ENSP00000309757,9606.ENSP00000380432	PPARG,PLIN1,LPL,INS
WikiPathways	WP4149	White fat cell differentiation	4	32	1.49	0.00046	9606.ENSP00000287820,9606.ENSP00000341208,9606.ENSP00000380432,9606.ENSP00000448665	PPARG,STAT5A,INS,DDIT3
WikiPathways	WP4874	CAMKK2 pathway	4	33	1.48	0.00049	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000298552,9606.ENSP00000380252	MAPK1,RAF1,TSC1,NFE2L2
WikiPathways	WP1544	MicroRNAs in cardiomyocyte hypertrophy	5	83	1.17	0.00089	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000311005,9606.ENSP00000344220,9606.ENSP00000400175	MAPK1,RAF1,MAPK7,PDPK1,RHOA
WikiPathways	WP2828	Bladder cancer	4	40	1.39	0.00089	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000269571	MAPK1,RAF1,CDH1,ERBB2
WikiPathways	WP3849	MAPK and NFkB signaling pathways inhibited by Yersinia YopJ	3	12	1.79	0.00089	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000433623	MAPK1,RAF1,TRAF6
WikiPathways	WP4806	EGFR tyrosine kinase inhibitor resistance	5	83	1.17	0.00089	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000344220	MAPK1,RAF1,ERBB3,ERBB2,PDPK1
WikiPathways	WP4263	Pancreatic adenocarcinoma pathway	5	87	1.15	0.00092	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000400175,9606.ENSP00000406873	MAPK1,RAF1,ERBB2,RHOA,PAK6
WikiPathways	WP4947	Nitric oxide metabolism in cystic fibrosis	3	13	1.76	0.00092	9606.ENSP00000284031,9606.ENSP00000297494,9606.ENSP00000380759	DDAH1,NOS3,PRMT2
WikiPathways	WP2586	Aryl hydrocarbon receptor Netpath	4	46	1.33	0.0012	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000309757,9606.ENSP00000380252	MAPK1,RAF1,LPL,NFE2L2
WikiPathways	WP481	Insulin signaling	6	159	0.97	0.0013	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000298552,9606.ENSP00000311005,9606.ENSP00000344220,9606.ENSP00000379842	MAPK1,RAF1,TSC1,MAPK7,PDPK1,SGK3
WikiPathways	WP185	Integrin-mediated cell adhesion	5	100	1.09	0.0015	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000311005,9606.ENSP00000344220,9606.ENSP00000406873	MAPK1,RAF1,MAPK7,PDPK1,PAK6
WikiPathways	WP363	Wnt signaling pathway	4	51	1.29	0.0015	9606.ENSP00000215832,9606.ENSP00000287820,9606.ENSP00000298552,9606.ENSP00000400175	MAPK1,PPARG,TSC1,RHOA
WikiPathways	WP3879	4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression	3	17	1.64	0.0015	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000298552	MAPK1,RAF1,TSC1
WikiPathways	WP4747	Netrin-UNC5B signaling pathway	4	52	1.28	0.0016	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000331736,9606.ENSP00000400175	MAPK1,RAF1,SELE,RHOA
WikiPathways	WP2795	Cardiac hypertrophic response	4	54	1.26	0.0017	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000311005,9606.ENSP00000344220	MAPK1,RAF1,MAPK7,PDPK1
WikiPathways	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	4	53	1.27	0.0017	9606.ENSP00000215832,9606.ENSP00000248553,9606.ENSP00000267101,9606.ENSP00000321326	MAPK1,HSPB1,ERBB3,F2R
WikiPathways	WP4321	Thermogenesis	5	108	1.06	0.0017	9606.ENSP00000287820,9606.ENSP00000298552,9606.ENSP00000300055,9606.ENSP00000337332,9606.ENSP00000422607	PPARG,TSC1,PLIN1,SIRT6,ACSL1
WikiPathways	WP615	Senescence and autophagy in cancer	5	105	1.07	0.0017	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000251849,9606.ENSP00000380432,9606.ENSP00000476767	MAPK1,SPARC,RAF1,INS,FKBP8
WikiPathways	WP4659	Gastrin signaling pathway	5	114	1.04	0.0022	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000287820,9606.ENSP00000400175	MAPK1,RAF1,CDH1,PPARG,RHOA
WikiPathways	WP4970	Galanin receptor pathway	3	21	1.55	0.0022	9606.ENSP00000287820,9606.ENSP00000380432,9606.ENSP00000389814	PPARG,INS,ADIPOQ
WikiPathways	WP306	Focal adhesion	6	196	0.88	0.0028	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000344220,9606.ENSP00000400175,9606.ENSP00000406873	MAPK1,RAF1,ERBB2,PDPK1,RHOA,PAK6
WikiPathways	WP2895	Differentiation of white and brown adipocyte	3	25	1.47	0.0032	9606.ENSP00000245451,9606.ENSP00000287820,9606.ENSP00000389814	BMP4,PPARG,ADIPOQ
WikiPathways	WP366	TGF-beta signaling pathway	5	132	0.97	0.0038	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000285407,9606.ENSP00000400175,9606.ENSP00000433623	MAPK1,RAF1,KLF10,RHOA,TRAF6
WikiPathways	WP4767	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	3	27	1.44	0.0038	9606.ENSP00000215832,9606.ENSP00000245451,9606.ENSP00000251849	MAPK1,BMP4,RAF1
WikiPathways	WP4255	Non-small cell lung cancer	4	72	1.14	0.0039	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000341208	MAPK1,RAF1,ERBB2,STAT5A
WikiPathways	WP4674	Head and neck squamous cell carcinoma	4	72	1.14	0.0039	9606.ENSP00000269571,9606.ENSP00000298552,9606.ENSP00000344220,9606.ENSP00000380252	ERBB2,TSC1,PDPK1,NFE2L2
WikiPathways	WP4969	RAS and bradykinin pathways in COVID-19	3	29	1.41	0.0043	9606.ENSP00000215832,9606.ENSP00000297494,9606.ENSP00000400175	MAPK1,NOS3,RHOA
WikiPathways	WP2037	Prolactin signaling pathway	4	76	1.12	0.0045	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000269571,9606.ENSP00000341208	MAPK1,RAF1,ERBB2,STAT5A
WikiPathways	WP4538	Regulatory circuits of the STAT3 signaling pathway	4	78	1.1	0.0048	9606.ENSP00000215832,9606.ENSP00000311005,9606.ENSP00000321326,9606.ENSP00000483403	MAPK1,MAPK7,F2R,GHR
WikiPathways	WP2197	Endothelin pathways	3	32	1.37	0.0053	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000297494	MAPK1,RAF1,NOS3
WikiPathways	WP51	Regulation of actin cytoskeleton	5	149	0.92	0.0054	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000321326,9606.ENSP00000400175,9606.ENSP00000406873	MAPK1,RAF1,F2R,RHOA,PAK6
WikiPathways	WP4877	Host-pathogen interaction of human coronaviruses - MAPK signaling	3	35	1.33	0.0065	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000448665	MAPK1,RAF1,DDIT3
WikiPathways	WP5098	T-cell activation SARS-CoV-2	4	86	1.06	0.0065	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000298552,9606.ENSP00000344220	MAPK1,RAF1,TSC1,PDPK1
WikiPathways	WP382	MAPK signaling pathway	6	245	0.78	0.0068	9606.ENSP00000215832,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000311005,9606.ENSP00000433623,9606.ENSP00000448665	MAPK1,HSPB1,RAF1,MAPK7,TRAF6,DDIT3
WikiPathways	WP4239	Epithelial to mesenchymal transition in colorectal cancer	5	160	0.89	0.0069	9606.ENSP00000215832,9606.ENSP00000231061,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000433623	MAPK1,SPARC,RAF1,CDH1,TRAF6
WikiPathways	WP69	T-cell receptor (TCR) signaling pathway	4	89	1.05	0.0069	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000344220,9606.ENSP00000433623	MAPK1,RAF1,PDPK1,TRAF6
WikiPathways	WP231	TNF-alpha signaling pathway	4	92	1.03	0.0075	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000307900,9606.ENSP00000331736	MAPK1,RAF1,GLUL,SELE
WikiPathways	WP5124	Alzheimers disease	6	255	0.77	0.0078	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000309757,9606.ENSP00000380432,9606.ENSP00000418525,9606.ENSP00000448665	MAPK1,RAF1,LPL,INS,MME,DDIT3
WikiPathways	WP127	IL-5 signaling pathway	3	40	1.27	0.0081	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000341208	MAPK1,RAF1,STAT5A
WikiPathways	WP136	Phase I biotransformations, non P450	2	8	1.79	0.0081	9606.ENSP00000222572,9606.ENSP00000265627	PON2,PON3
WikiPathways	WP2059	Alzheimers disease and miRNA effects	6	258	0.76	0.0081	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000309757,9606.ENSP00000380432,9606.ENSP00000418525,9606.ENSP00000448665	MAPK1,RAF1,LPL,INS,MME,DDIT3
WikiPathways	WP2526	PDGF pathway	3	40	1.27	0.0081	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000400175	MAPK1,RAF1,RHOA
WikiPathways	WP2806	Complement system	4	97	1.01	0.0082	9606.ENSP00000331736,9606.ENSP00000361359,9606.ENSP00000378046,9606.ENSP00000389814	SELE,CD40,FKBP2,ADIPOQ
WikiPathways	WP49	IL-2 signaling pathway	3	42	1.25	0.0086	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000341208	MAPK1,RAF1,STAT5A
WikiPathways	WP4754	IL-18 signaling pathway	6	270	0.74	0.0092	9606.ENSP00000215832,9606.ENSP00000248553,9606.ENSP00000280357,9606.ENSP00000341044,9606.ENSP00000389814,9606.ENSP00000433623	MAPK1,HSPB1,IL18,ACACB,ADIPOQ,TRAF6
WikiPathways	WP1591	Heart development	3	44	1.23	0.0093	9606.ENSP00000215832,9606.ENSP00000245451,9606.ENSP00000267101	MAPK1,BMP4,ERBB3
WikiPathways	WP2332	Interleukin-11 signaling pathway	3	44	1.23	0.0093	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000344220	MAPK1,RAF1,PDPK1
WikiPathways	WP4223	Ras signaling	5	179	0.84	0.0093	9606.ENSP00000215832,9606.ENSP00000229264,9606.ENSP00000251849,9606.ENSP00000400175,9606.ENSP00000406873	MAPK1,GNB3,RAF1,RHOA,PAK6
WikiPathways	WP2848	Pluripotent stem cell differentiation pathway	3	48	1.19	0.0115	9606.ENSP00000245451,9606.ENSP00000355370,9606.ENSP00000380432	BMP4,CNTF,INS
WikiPathways	WP286	IL-3 signaling pathway	3	49	1.18	0.0120	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000341208	MAPK1,RAF1,STAT5A
WikiPathways	WP3594	Circadian rhythm genes	5	199	0.79	0.0137	9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000360687,9606.ENSP00000389814,9606.ENSP00000480291	KLF10,PPARG,PTGDS,ADIPOQ,HNF1B
WikiPathways	WP3931	Embryonic stem cell pluripotency pathways	4	116	0.93	0.0137	9606.ENSP00000215832,9606.ENSP00000245451,9606.ENSP00000251849,9606.ENSP00000311005	MAPK1,BMP4,RAF1,MAPK7
WikiPathways	WP4787	Osteoblast differentiation and related diseases	4	118	0.92	0.0142	9606.ENSP00000215832,9606.ENSP00000245451,9606.ENSP00000287820,9606.ENSP00000311005	MAPK1,BMP4,PPARG,MAPK7
WikiPathways	WP2814	Mammary gland development pathway - Puberty (Stage 2 of 4)	2	13	1.58	0.0153	9606.ENSP00000269571,9606.ENSP00000341208	ERBB2,STAT5A
WikiPathways	WP4211	Transcriptional cascade regulating adipogenesis	2	13	1.58	0.0153	9606.ENSP00000287820,9606.ENSP00000448665	PPARG,DDIT3
WikiPathways	WP4205	MET in type 1 papillary renal cell carcinoma	3	58	1.11	0.0175	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000406873	MAPK1,RAF1,PAK6
WikiPathways	WP558	Complement and coagulation cascades	3	58	1.11	0.0175	9606.ENSP00000321326,9606.ENSP00000353393,9606.ENSP00000366307	F2R,F8,THBD
WikiPathways	WP304	Kit receptor signaling pathway	3	59	1.1	0.0178	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000341208	MAPK1,RAF1,STAT5A
WikiPathways	WP3853	ERK pathway in Huntingtons disease	2	15	1.52	0.0184	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP4872	MAP3K1 role in promoting and blocking gonadal determination	2	16	1.49	0.0204	9606.ENSP00000215832,9606.ENSP00000400175	MAPK1,RHOA
WikiPathways	WP5109	Familial hyperlipidemia type 2	2	16	1.49	0.0204	9606.ENSP00000309757,9606.ENSP00000483403	LPL,GHR
WikiPathways	WP2032	Thyroid stimulating hormone (TSH) signaling pathway	3	66	1.05	0.0221	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000344220	MAPK1,RAF1,PDPK1
WikiPathways	WP22	IL-9 signaling pathway	2	17	1.46	0.0221	9606.ENSP00000215832,9606.ENSP00000341208	MAPK1,STAT5A
WikiPathways	WP3303	RAC1/PAK1/p38/MMP2 pathway	3	67	1.04	0.0221	9606.ENSP00000215832,9606.ENSP00000269571,9606.ENSP00000341208	MAPK1,ERBB2,STAT5A
WikiPathways	WP3935	Leptin-insulin signaling overlap	2	17	1.46	0.0221	9606.ENSP00000344220,9606.ENSP00000380432	PDPK1,INS
WikiPathways	WP4462	Platelet-mediated interactions with vascular and circulating cells	2	17	1.46	0.0221	9606.ENSP00000331736,9606.ENSP00000361359	SELE,CD40
WikiPathways	WP4673	Male infertility	4	141	0.85	0.0221	9606.ENSP00000222572,9606.ENSP00000256999,9606.ENSP00000297494,9606.ENSP00000380252	PON2,FOLH1,NOS3,NFE2L2
WikiPathways	WP4685	Melanoma	3	66	1.05	0.0221	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000261769	MAPK1,RAF1,CDH1
WikiPathways	WP5083	Neuroinflammation and glutamatergic signaling	4	140	0.85	0.0221	9606.ENSP00000075120,9606.ENSP00000215832,9606.ENSP00000307900,9606.ENSP00000355370	SLC2A3,MAPK1,GLUL,CNTF
WikiPathways	WP1403	AMP-activated protein kinase (AMPK) signaling	3	68	1.04	0.0223	9606.ENSP00000298552,9606.ENSP00000341044,9606.ENSP00000389814	TSC1,ACACB,ADIPOQ
WikiPathways	WP2884	NRF2 pathway	4	143	0.84	0.0223	9606.ENSP00000075120,9606.ENSP00000342026,9606.ENSP00000380252,9606.ENSP00000383232	SLC2A3,PRDX6,NFE2L2,GGT1
WikiPathways	WP3859	TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition	2	18	1.44	0.0223	9606.ENSP00000215832,9606.ENSP00000261769	MAPK1,CDH1
WikiPathways	WP4301	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	2	18	1.44	0.0223	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP1982	Sterol regulatory element-binding proteins (SREBP) signaling	3	69	1.03	0.0225	9606.ENSP00000287820,9606.ENSP00000309757,9606.ENSP00000380432	PPARG,LPL,INS
WikiPathways	WP4478	LTF danger signal response pathway	2	19	1.42	0.0233	9606.ENSP00000215832,9606.ENSP00000433623	MAPK1,TRAF6
WikiPathways	WP4341	Non-genomic actions of 1,25 dihydroxyvitamin D3	3	71	1.02	0.0238	9606.ENSP00000215832,9606.ENSP00000311005,9606.ENSP00000361359	MAPK1,MAPK7,CD40
WikiPathways	WP4206	Hereditary leiomyomatosis and renal cell carcinoma pathway	2	20	1.39	0.0250	9606.ENSP00000341044,9606.ENSP00000380252	ACACB,NFE2L2
WikiPathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer 	3	73	1.01	0.0250	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000400175	MAPK1,RAF1,RHOA
WikiPathways	WP4666	Hepatitis B infection	4	151	0.82	0.0250	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000341208,9606.ENSP00000433623	MAPK1,RAF1,STAT5A,TRAF6
WikiPathways	WP732	Serotonin receptor 2 and ELK-SRF/GATA4 signaling	2	20	1.39	0.0250	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP1584	Type II diabetes mellitus	2	22	1.35	0.0285	9606.ENSP00000215832,9606.ENSP00000389814	MAPK1,ADIPOQ
WikiPathways	WP2509	Nanoparticle triggered autophagic cell death	2	22	1.35	0.0285	9606.ENSP00000298552,9606.ENSP00000380432	TSC1,INS
WikiPathways	WP357	Fatty acid biosynthesis	2	22	1.35	0.0285	9606.ENSP00000341044,9606.ENSP00000422607	ACACB,ACSL1
WikiPathways	WP3599	Transcription factor regulation in adipogenesis	2	22	1.35	0.0285	9606.ENSP00000287820,9606.ENSP00000389814	PPARG,ADIPOQ
WikiPathways	WP4141	PI3K/AKT/mTOR - VitD3 signaling	2	22	1.35	0.0285	9606.ENSP00000075120,9606.ENSP00000298552	SLC2A3,TSC1
WikiPathways	WP5103	Progeria-associated lipodystrophy	2	22	1.35	0.0285	9606.ENSP00000287820,9606.ENSP00000380432	PPARG,INS
WikiPathways	WP262	Ebstein-Barr virus LMP1 signaling	2	23	1.33	0.0291	9606.ENSP00000215832,9606.ENSP00000433623	MAPK1,TRAF6
WikiPathways	WP1528	Physiological and pathological hypertrophy of the heart	2	24	1.31	0.0312	9606.ENSP00000215832,9606.ENSP00000400175	MAPK1,RHOA
WikiPathways	WP1539	Angiogenesis	2	24	1.31	0.0312	9606.ENSP00000215832,9606.ENSP00000297494	MAPK1,NOS3
WikiPathways	WP2865	IL1 and megakaryocytes in obesity	2	24	1.31	0.0312	9606.ENSP00000280357,9606.ENSP00000321326	IL18,F2R
WikiPathways	WP4925	Unfolded protein response	2	24	1.31	0.0312	9606.ENSP00000380252,9606.ENSP00000448665	NFE2L2,DDIT3
WikiPathways	WP205	IL-7 signaling pathway	2	25	1.3	0.0324	9606.ENSP00000215832,9606.ENSP00000341208	MAPK1,STAT5A
WikiPathways	WP26	S1P receptor signal transduction	2	25	1.3	0.0324	9606.ENSP00000215832,9606.ENSP00000311005	MAPK1,MAPK7
WikiPathways	WP167	Eicosanoid synthesis	2	26	1.28	0.0341	9606.ENSP00000360687,9606.ENSP00000383232	PTGDS,GGT1
WikiPathways	WP2035	Follicle stimulating hormone (FSH) signaling pathway	2	27	1.26	0.0363	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP3613	Photodynamic therapy-induced unfolded protein response	2	27	1.26	0.0363	9606.ENSP00000380252,9606.ENSP00000448665	NFE2L2,DDIT3
WikiPathways	WP4856	Intracellular trafficking proteins involved in CMT neuropathy	2	27	1.26	0.0363	9606.ENSP00000248553,9606.ENSP00000484631	HSPB1,PMP22
WikiPathways	WP2643	Nanoparticle-mediated activation of receptor signaling	2	28	1.25	0.0377	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP2877	Vitamin D receptor pathway	4	182	0.74	0.0390	9606.ENSP00000274695,9606.ENSP00000361359,9606.ENSP00000366307,9606.ENSP00000371958	CDKAL1,CD40,THBD,CD9
WikiPathways	WP3972	PDGFR-beta pathway	2	29	1.23	0.0396	9606.ENSP00000251849,9606.ENSP00000341208	RAF1,STAT5A
WikiPathways	WP2870	Extracellular vesicle-mediated signaling in recipient cells	2	30	1.22	0.0417	9606.ENSP00000251849,9606.ENSP00000269571	RAF1,ERBB2
WikiPathways	WP4304	Oligodendrocyte specification and differentiation, leading to myelin components for CNS	2	30	1.22	0.0417	9606.ENSP00000245451,9606.ENSP00000355370	BMP4,CNTF
WikiPathways	WP23	B cell receptor signaling pathway	3	97	0.88	0.0429	9606.ENSP00000215832,9606.ENSP00000251849,9606.ENSP00000344220	MAPK1,RAF1,PDPK1
WikiPathways	WP2817	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	2	31	1.2	0.0432	9606.ENSP00000267101,9606.ENSP00000269571	ERBB3,ERBB2
WikiPathways	WP3858	Toll-like receptor signaling related to MyD88	2	31	1.2	0.0432	9606.ENSP00000215832,9606.ENSP00000433623	MAPK1,TRAF6
WikiPathways	WP2064	Neural crest differentiation	3	100	0.87	0.0451	9606.ENSP00000245451,9606.ENSP00000261769,9606.ENSP00000484631	BMP4,CDH1,PMP22
WikiPathways	WP2112	IL-17 signaling pathway	2	32	1.19	0.0451	9606.ENSP00000215832,9606.ENSP00000433623	MAPK1,TRAF6
WikiPathways	WP2839	Hair follicle development: organogenesis - part 2 of 3	2	32	1.19	0.0451	9606.ENSP00000245451,9606.ENSP00000261769	BMP4,CDH1
WikiPathways	WP244	Alpha 6 beta 4 signaling pathway	2	33	1.18	0.0465	9606.ENSP00000215832,9606.ENSP00000400175	MAPK1,RHOA
WikiPathways	WP3676	BDNF-TrkB signaling	2	33	1.18	0.0465	9606.ENSP00000215832,9606.ENSP00000298552	MAPK1,TSC1
WikiPathways	WP3981	miRNA regulation of prostate cancer signaling pathways	2	33	1.18	0.0465	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP422	MAPK cascade	2	33	1.18	0.0465	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP4838	Regucalcin in proximal tubule epithelial kidney cells	2	33	1.18	0.0465	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP75	Toll-like receptor signaling pathway	3	103	0.86	0.0465	9606.ENSP00000215832,9606.ENSP00000361359,9606.ENSP00000433623	MAPK1,CD40,TRAF6
WikiPathways	WP143	Fatty acid beta-oxidation	2	34	1.16	0.0469	9606.ENSP00000309757,9606.ENSP00000422607	LPL,ACSL1
WikiPathways	WP313	Hepatocyte growth factor receptor signaling	2	34	1.16	0.0469	9606.ENSP00000215832,9606.ENSP00000251849	MAPK1,RAF1
WikiPathways	WP400	p38 MAPK signaling pathway	2	34	1.16	0.0469	9606.ENSP00000248553,9606.ENSP00000448665	HSPB1,DDIT3
WikiPathways	WP4542	Overview of leukocyte-intrinsic Hippo pathway functions	2	34	1.16	0.0469	9606.ENSP00000309757,9606.ENSP00000400175	LPL,RHOA
WikiPathways	WP2882	Nuclear receptors meta-pathway	5	316	0.59	0.0470	9606.ENSP00000075120,9606.ENSP00000342026,9606.ENSP00000366307,9606.ENSP00000380252,9606.ENSP00000383232	SLC2A3,PRDX6,THBD,NFE2L2,GGT1
WikiPathways	WP3617	Photodynamic therapy-induced NF-kB survival signaling	2	35	1.15	0.0477	9606.ENSP00000331736,9606.ENSP00000433623	SELE,TRAF6
WikiPathways	WP4844	Influence of laminopathies on Wnt signaling	2	35	1.15	0.0477	9606.ENSP00000287820,9606.ENSP00000389814	PPARG,ADIPOQ
DISEASES	DOID:9352	Type 2 diabetes mellitus	5	29	1.63	0.0010	9606.ENSP00000274695,9606.ENSP00000287820,9606.ENSP00000353731,9606.ENSP00000380432,9606.ENSP00000389814	CDKAL1,PPARG,DPP4,INS,ADIPOQ
DISEASES	DOID:0050687	Cell type cancer	11	406	0.83	0.0017	9606.ENSP00000231061,9606.ENSP00000233893,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000283928,9606.ENSP00000298552,9606.ENSP00000418525,9606.ENSP00000448665,9606.ENSP00000480291	SPARC,HSPE1,RAF1,CDH1,ERBB3,ERBB2,JAZF1,TSC1,MME,DDIT3,HNF1B
DISEASES	DOID:0050736	Autosomal dominant disease	18	1163	0.58	0.0017	9606.ENSP00000222139,9606.ENSP00000245451,9606.ENSP00000248553,9606.ENSP00000251849,9606.ENSP00000261769,9606.ENSP00000287820,9606.ENSP00000298552,9606.ENSP00000300055,9606.ENSP00000309757,9606.ENSP00000353393,9606.ENSP00000354511,9606.ENSP00000377280,9606.ENSP00000380432,9606.ENSP00000380901,9606.ENSP00000383232,9606.ENSP00000418525,9606.ENSP00000480291,9606.ENSP00000484631	EPOR,BMP4,HSPB1,RAF1,CDH1,PPARG,TSC1,PLIN1,LPL,F8,COMT,FBXO8,INS,COL8A2,GGT1,MME,HNF1B,PMP22
DISEASES	DOID:120	Female reproductive organ cancer	6	89	1.22	0.0017	9606.ENSP00000233893,9606.ENSP00000261769,9606.ENSP00000283928,9606.ENSP00000418525,9606.ENSP00000448665,9606.ENSP00000480291	HSPE1,CDH1,JAZF1,MME,DDIT3,HNF1B
