#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:22174787	(2011) Genome characterization of the oleaginous fungus Mortierella alpina.	10	87	2.31	2.45e-16	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000339933,9606.ENSP00000342056,9606.ENSP00000358719,9606.ENSP00000377532,9606.ENSP00000438144	PCK2,ACLY,PCK1,PKM,MDH2,PKLR,CS,ME1,PC,MDH1
PMID:29104947	(2017) Improvements in protein production in mammalian cells from targeted metabolic engineering.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:26923485	(2016) The enhancement of tolerance to salt and cold stresses by modifying the redox state and salicylic acid content via the cytosolic malate dehydrogenase gene in transgenic apple plants.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:27011898	(2016) An ecological approach to measuring the evolutionary consequences of gene flow from crops to wild or weedy relatives.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:27066534	(2016) Altered Glycolysis and Mitochondrial Respiration in a Zebrafish Model of Dravet Syndrome.	2	9	2.6	0.0324	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:27110360	(2016) Bridging the gap between non-targeted stable isotope labeling and metabolic flux analysis.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:27346343	(2016) Decreased Consumption of Branched-Chain Amino Acids Improves Metabolic Health.	2	9	2.6	0.0324	9606.ENSP00000358719,9606.ENSP00000377532	ME1,PC
PMID:27466200	(2016) Ataxin-1 regulates the cerebellar bioenergetics proteome through the GSK3beta-mTOR pathway which is altered in Spinocerebellar ataxia type 1 (SCA1).	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000342056	PKM,CS
PMID:27520031	(2016) High-yield anaerobic succinate production by strategically regulating multiple metabolic pathways based on stoichiometric maximum in Escherichia coli.	2	9	2.6	0.0324	9606.ENSP00000216780,9606.ENSP00000327070	PCK2,MDH2
PMID:27609841	(2016) Imaging Tumor Metabolism to Assess Disease Progression and Treatment Response.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000358719	PKM,ME1
PMID:27611801	(2016) A Novel Malate Dehydrogenase 2 Inhibitor Suppresses Hypoxia-Inducible Factor-1 by Regulating Mitochondrial Respiration.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:27793170	(2016) The draft genome of the C3 panicoid grass species Dichanthelium oligosanthes.	2	9	2.6	0.0324	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:25728770	(2015) Bursty gene expression in the intact mammalian liver.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000319814	ACLY,PCK1
PMID:25738776	(2015) Isoform switch of pyruvate kinase M1 indeed occurs but not to pyruvate kinase M2 in human tumorigenesis.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:26770008	(2015) Evaluation of the In Vivo and In Vitro Effects of Fructose on Respiratory Chain Complexes in Tissues of Young Rats.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24910426	(2014) Mitochondrial pyruvate carrier 2 hypomorphism in mice leads to defects in glucose-stimulated insulin secretion.	2	9	2.6	0.0324	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
PMID:24911170	(2014) Bistability in glycolysis pathway as a physiological switch in energy metabolism.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:25124006	(2014) Determination of glutamate dehydrogenase activity and its kinetics in mouse tissues using metabolic mapping (quantitative enzyme histochemistry).	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000342056	ACLY,CS
PMID:23371887	(2013) Regulation of metabolic products and gene expression in Fusarium asiaticum by agmatine addition.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:23671579	(2013) The mode of action of recombinant Mycobacterium tuberculosis shikimate kinase: kinetics and thermodynamics analyses.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:23704975	(2013) Protection against myocardial ischemia-reperfusion injury at onset of type 2 diabetes in Zucker diabetic fatty rats is associated with altered glucose oxidation.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24194979	(2013) A review of the important central role of altered citrate metabolism during the process of stem cell differentiation.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000438144	ACLY,MDH1
PMID:24312557	(2013) A new barrier to dispersal trapped old genetic clines that escaped the Easter Microplate tension zone of the Pacific vent mussels.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24958139	(2013) A review of applications of metabolomics in cancer.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:22438938	(2012) Structures of Helicobacter pylori shikimate kinase reveal a selective inhibitor-induced-fit mechanism.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:22554462	(2012) Vitamin A status affects obesity development and hepatic expression of key genes for fuel metabolism in Zucker fatty rats.	2	9	2.6	0.0324	9606.ENSP00000319814,9606.ENSP00000339933	PCK1,PKLR
PMID:22618691	(2012) The role of glutamine synthetase and glutamate dehydrogenase in cerebral ammonia homeostasis.	2	9	2.6	0.0324	9606.ENSP00000377532,9606.ENSP00000438144	PC,MDH1
PMID:22691627	(2012) Comparative proteomic analysis of transition of saccharomyces cerevisiae from glucose-deficient medium to glucose-rich medium.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:23650578	(2012) Adipocyte pyruvate dehydrogenase kinase 4 expression is associated with augmented PPARgamma upregulation in early-life programming of later obesity.	2	9	2.6	0.0324	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:21777453	(2011) From Africa to Europe and back: refugia and range shifts cause high genetic differentiation in the Marbled White butterfly Melanargia galathea.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:19892824	(2010) PeroxisomeDB 2.0: an integrative view of the global peroxisomal metabolome.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:20811631	(2010) Modeling core metabolism in cancer cells: surveying the topology underlying the Warburg effect.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:22319264	(2010) Following enzyme activity with infrared spectroscopy.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:19646236	(2009) Increased OXPHOS activity precedes rise in glycolytic rate in H-RasV12E1A transformed fibroblasts that develop a Warburg phenotype.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:19727392	(2009) Leptin contributes to the adaptive responses of mice to high-fat diet intake through suppressing the lipogenic pathway.	2	9	2.6	0.0324	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:18519799	(2008) Pyruvate dehydrogenase kinase 4: regulation by thiazolidinediones and implication in glyceroneogenesis in adipose tissue.	2	9	2.6	0.0324	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:12702207	(2003) Analysis and functional classification of transcripts from the nematode Meloidogyne incognita.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:8967971	(1996) Identification of enzymes catalyzing two-step phosphorylation of cidofovir and the effect of cytomegalovirus infection on their activities in host cells.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:1531411	(1992) Effects of calcium antagonists on glycolysis of rat brain synaptosomes.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:24226397	(1988) The capacity of plastids from developing pea cotyledons to synthesise acetyl CoA.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:3197455	(1988) Silver fox gene mapping: conserved chromosome regions in the order Carnivora.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:4063258	(1985) Some effects of vitamin E and selenium deprivation on tissue enzyme levels and indices of tissue peroxidation in rainbow trout (Salmo gairdneri).	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:338583	(1978) Immunochemical analysis of inner and outer membranes of Escherichia coli by crossed immunoelectrophoresis.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:19417	(1977) Myxospore coat synthesis in Myxococcus xanthus: enzymes associated with uridine 5-diphosphate-N-acetylgalactosamine formation during myxospore development.	2	9	2.6	0.0324	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:931974	(1976) Functional differentiation of mouse fetal liver in circumfusion system cultures.	2	9	2.6	0.0324	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:32244756	(2020) Cell Intrinsic and Systemic Metabolism in Tumor Immunity and Immunotherapy.	3	90	1.77	0.0329	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000377532	ACLY,PKM,PC
PMID:31492960	(2019) Cerium oxide nanoparticles display antilipogenic effect in rats with non-alcoholic fatty liver disease.	3	91	1.77	0.0340	9606.ENSP00000216780,9606.ENSP00000253792,9606.ENSP00000339933	PCK2,ACLY,PKLR
PMID:33174400	(2021) New insights into molecules and pathways of cancer metabolism and therapeutic implications.	3	92	1.76	0.0351	9606.ENSP00000216780,9606.ENSP00000319814,9606.ENSP00000320171	PCK2,PCK1,PKM
PMID:33375241	(2020) Quantitative Proteomic Profiling of Small Molecule Treated Mesenchymal Stem Cells Using Chemical Probes.	3	92	1.76	0.0351	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000342056	ACLY,PKM,CS
PMID:35053509	(2022) Lysine Acetylation, Cancer Hallmarks and Emerging Onco-Therapeutic Opportunities.	3	93	1.76	0.0362	9606.ENSP00000253792,9606.ENSP00000320171,9606.ENSP00000358719	ACLY,PKM,ME1
PMID:31940797	(2020) Characterization of Human Induced Pluripotent Stem Cell-Derived Hepatocytes with Mature Features and Potential for Modeling Metabolic Diseases.	3	93	1.76	0.0362	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000377532	ACLY,PCK1,PC
PMID:32548570	(2020) Mitochondria in cancer.	3	93	1.76	0.0362	9606.ENSP00000253792,9606.ENSP00000342056,9606.ENSP00000377532	ACLY,CS,PC
PMID:35264980	(2022) Exogenous Linoleic Acid Intervention Alters Hepatic Glucose Metabolism in an Avian Embryo Model.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:31974203	(2021) AG-348 (Mitapivat), an allosteric activator of red blood cell pyruvate kinase, increases enzymatic activity, protein stability, and ATP levels over a broad range of PKLR genotypes.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:33070451	(2021) PTBP1-targeting microRNAs regulate cancer-specific energy metabolism through the modulation of PKM1M2 splicing.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:33309345	(2021) Duration and degree of diet-induced metabolic acidosis prepartum alter tissue responses to insulin in dairy cows.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:33430468	(2021) Loss of miR-23b27b24-1 Cluster Impairs Glucose Tolerance via Glycolysis Pathway in Mice.	2	10	2.55	0.0372	9606.ENSP00000319814,9606.ENSP00000339933	PCK1,PKLR
PMID:33435350	(2021) Rethinking the Citric Acid Cycle: Connecting Pyruvate Carboxylase and Citrate Synthase to the Flow of Energy and Material.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:34206267	(2021) Pyruvate Kinase, Inflammation and Periodontal Disease.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:34266380	(2021) Global analysis of protein lysine 2-hydroxyisobutyrylation (Khib) profiles in Chinese herb rhubarb (Dahuang).	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000438144	ACLY,MDH1
PMID:34361881	(2021) Utilization of Monosaccharides by Hungateiclostridium thermocellum ATCC 27405 through Adaptive Evolution.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:34481144	(2021) Appropriate leucine supplementation promotes glucose metabolism and enhances energy homeostasis in juvenile crucian carp (Carassius auratus gibelio var. CAS III).	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:34697291	(2021) Mechanisms and regulation of organic acid accumulation in plant vacuoles.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:34712204	(2021) Quantitative Acetylomics Revealed Acetylation-Mediated Molecular Pathway Network Changes in Human Nonfunctional Pituitary Neuroendocrine Tumors.	3	94	1.75	0.0372	9606.ENSP00000320171,9606.ENSP00000327070,9606.ENSP00000438144	PKM,MDH2,MDH1
PMID:34814933	(2021) An open-label, randomized, single intravenous dosing study to investigate the effect of fixed-dose combinations of tenofovirlamivudine or atazanavirritonavir on the pharmacokinetics of remdesivir in Ugandan healthy volunteers (RemTLAR).	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:34867036	(2021) Significant transcriptomic changes are associated with the inhibitory effects of 5-aza-2-deoxycytidine during adipogenic differentiation of MG-63 cells.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:34988210	(2021) Andrographolide inhibits non-small cell lung cancer cell proliferation through the activation of the mitochondrial apoptosis pathway and by reprogramming host glucose metabolism.	2	10	2.55	0.0372	9606.ENSP00000319814,9606.ENSP00000320171	PCK1,PKM
PMID:35052540	(2021) Integrated Metabolomics and Transcriptomic Analysis of Hepatopancreas in Different Living Status Macrobrachium nipponense in Response to Hypoxia.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:32028587	(2020) Production of Gamma-Aminobutyric Acid from Lactic Acid Bacteria: A Systematic Review.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000377532	MDH2,PC
PMID:32093622	(2020) MOMO - multi-objective metabolic mixed integer optimization: application to yeast strain engineering.	2	10	2.55	0.0372	9606.ENSP00000377532,9606.ENSP00000438144	PC,MDH1
PMID:32280238	(2020) PCK1 Regulates Glycolysis and Tumor Progression in Clear Cell Renal Cell Carcinoma Through LDHA.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:32421042	(2020) HIF1alpha or mitophagy: which drives cardiomyocyte differentiation?	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000342056	PKM,CS
PMID:32486139	(2020) Lanthanide-Dependent Methanol and Formaldehyde Oxidation in Methylobacterium aquaticum Strain 22A.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:32812387	(2020) Divergent effects of glutathione depletion on isocitrate dehydrogenase 1 and the pentose phosphate pathway in hamster liver.	2	10	2.55	0.0372	9606.ENSP00000358719,9606.ENSP00000377532	ME1,PC
PMID:33238375	(2020) Oxoglutarate Carrier Inhibition Reduced Melanoma Growth and Invasion by Reducing ATP Production.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:33469452	(2020) Yarrowia lipolytica as an Oleaginous Platform for the Production of Value-Added Fatty Acid-Based Bioproducts.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:30487609	(2019) Metabolic reprogramming by the S-nitroso-CoA reductase system protects against kidney injury.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:30700750	(2019) Integrative omics analysis in Pandanus odorifer (Forssk.) Kuntze reveals the role of Asparagine synthetase in salinity tolerance.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:30833954	(2019) Consequences of Oxidative Stress on Plant Glycolytic and Respiratory Metabolism.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:30893613	(2019) Multi-dimensional Transcriptional Remodeling by Physiological Insulin In Vivo.	3	94	1.75	0.0372	9606.ENSP00000253792,9606.ENSP00000319814,9606.ENSP00000438144	ACLY,PCK1,MDH1
PMID:31278288	(2019) Comprehensive Metabolomic Analysis of IDH1(R132H) Clinical Glioma Samples Reveals Suppression of beta-oxidation Due to Carnitine Deficiency.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:31338087	(2019) Manganese Deficiency Is Required for High Itaconic Acid Production From D-Xylose in Aspergillus terreus.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:31619960	(2019) Brain Senescence Caused by Elevated Levels of Reactive Metabolite Methylglyoxal on D-Galactose-Induced Aging Mice.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:31645433	(2019) Glycerol induces G6pc in primary mouse hepatocytes and is the preferred substrate for gluconeogenesis both in vitro and in vivo.	2	10	2.55	0.0372	9606.ENSP00000319814,9606.ENSP00000377532	PCK1,PC
PMID:31728152	(2019) Higher glycolytic capacities in muscle of carnivorous rainbow trout juveniles after high dietary carbohydrate stimulus at first feeding.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000339933	PCK2,PKLR
PMID:29300767	(2018) Comparison of genetic variation between northern and southern populations of Lilium cernuum (Liliaceae): Implications for Pleistocene refugia.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:29399334	(2018) Dysregulated metabolic enzymes and metabolic reprogramming in cancer cells.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:29516480	(2018) BioID: A Screen for Protein-Protein Interactions.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000377532	PKM,PC
PMID:29695138	(2018) Organ-Specific MicroRNAs (MIR122, 137, and 206) Contribute to Tissue Characteristics and Carcinogenesis by Regulating Pyruvate Kinase M12 (PKM) Expression.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:29844464	(2018) Curcumin decreases Warburg effect in cancer cells by down-regulating pyruvate kinase M2 via mTOR-HIF1alpha inhibition.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:29886193	(2018) Kaempferol ameliorates hyperglycemia through suppressing hepatic gluconeogenesis and enhancing hepatic insulin sensitivity in diet-induced obese mice.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000377532	PCK2,PC
PMID:30086174	(2018) Network-level allosteric effects are elucidated by detailing how ligand-binding events modulate utilization of catalytic potentials.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:30231148	(2018) Isoenzymatic genotyping of Staphylococcus aureus from dairy cattle and human clinical environments reveal evolutionary divergences.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:30367068	(2018) Optimization of carbon and energy utilization through differential translational efficiency.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:27694476	(2017) Genomic Survey of a Hyperparasitic Microsporidian Amphiamblys sp. (Metchnikovellidae).	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:28396843	(2017) Clostridioides difficile 630Deltaerm in silico and in vivo - quantitative growth and extensive polysaccharide secretion.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:29070730	(2017) A novel caloric restriction mediator.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:27485516	(2016) Transcriptomes of a xylose-utilizing industrial flocculating Saccharomyces cerevisiae strain cultured in media containing different sugar sources.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:27658453	(2016) Transcriptome responses of an ungrafted Phytophthora root rot tolerant avocado (Persea americana) rootstock to flooding and Phytophthora cinnamomi.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:28027318	(2016) Stage-Specific Changes in Plasmodium Metabolism Required for Differentiation and Adaptation to Different Host and Vector Environments.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000339933	PCK2,PKLR
PMID:25511375	(2015) Gain of glucose-independent growth upon metastasis of breast cancer cells to the brain.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:25598223	(2015) Enriched environment inhibits mouse pancreatic cancer growth and down-regulates the expression of mitochondria-related genes in cancer cells.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:25999794	(2015) Induction of Phosphoenolpyruvate Carboxykinase (PEPCK) during Acute Acidosis and Its Role in Acid Secretion by V-ATPase-Expressing Ionocytes.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:26136738	(2015) Catabolic and regulatory systems in Shewanella oneidensis MR-1 involved in electricity generation in microbial fuel cells.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:26493215	(2015) The laforinmalin E3-ubiquitin ligase complex ubiquitinates pyruvate kinase M1M2.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:26500610	(2015) Proteomics identifies Bacillus cereus EntD as a pivotal protein for the production of numerous virulence factors.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000342056	MDH2,CS
PMID:26501265	(2015) Knockdown of PKM2 Suppresses Tumor Growth and Invasion in Lung Adenocarcinoma.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:25541689	(2014) Switching of pyruvate kinase isoform L to M2 promotes metabolic reprogramming in hepatocarcinogenesis.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:23665222	(2013) Discovering RNA-protein interactome by using chemical context profiling of the RNA-protein interface.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000319814	PCK2,PCK1
PMID:23861662	(2013) Pathway-based screening strategy for multitarget inhibitors of diverse proteins in metabolic pathways.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:24075901	(2013) Three promoters regulate the transcriptional activity of the human holocarboxylase synthetase gene.	2	10	2.55	0.0372	9606.ENSP00000377532,9606.ENSP00000382071	PC,HLCS
PMID:22155656	(2012) Sphingosine kinase 1 knockdown reduces insulin synthesis and secretion in a rat insulinoma cell line.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:22212615	(2012) Stable isotope-resolved metabolomics and applications for drug development.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000320171	ACLY,PKM
PMID:22393385	(2012) Core site-moiety maps reveal inhibitors and binding mechanisms of orthologous proteins by screening compound libraries.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:22403727	(2012) A mitochondria-dependent pathway mediates the apoptosis of GSE-induced yeast.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:22961737	(2012) Expanding the concepts and tools of metabolic engineering to elucidate cancer metabolism.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000377532	ACLY,PC
PMID:23114090	(2012) Repressing malic enzyme 1 redirects glucose metabolism, unbalances the redox state, and attenuates migratory and invasive abilities in nasopharyngeal carcinoma cell lines.	2	10	2.55	0.0372	9606.ENSP00000253792,9606.ENSP00000358719	ACLY,ME1
PMID:21779165	(2011) Divergent effects of human cytomegalovirus and herpes simplex virus-1 on cellular metabolism.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:21931771	(2011) Path to facilitate the prediction of functional amino acid substitutions in red blood cell disorders--a computational approach.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:21948999	(2011) The complex mechanism of glutamate dehydrogenase in insulin secretion.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000377532	CS,PC
PMID:22166000	(2011) Analysis of cancer metabolism with high-throughput technologies.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:20346137	(2010) The response to unfolded protein is involved in osmotolerance of Pichia pastoris.	2	10	2.55	0.0372	9606.ENSP00000342056,9606.ENSP00000438144	CS,MDH1
PMID:20502716	(2010) Computer controlled automated assay for comprehensive studies of enzyme kinetic parameters.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:20925932	(2010) Edelfosine-induced metabolic changes in cancer cells that precede the overproduction of reactive oxygen species and apoptosis.	2	10	2.55	0.0372	9606.ENSP00000216780,9606.ENSP00000342056	PCK2,CS
PMID:18620421	(2008) Mechanism of 4-chlorobenzoate:coenzyme a ligase catalysis.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:16756667	(2006) Three rounds (1R2R3R) of genome duplications and the evolution of the glycolytic pathway in vertebrates.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:17000636	(2006) Nanoliter high throughput quantitative PCR.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:15199147	(2004) Evaluation of myc E-box phylogenetic footprints in glycolytic genes by chromatin immunoprecipitation assays.	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:15575966	(2004) Estimating genomic coexpression networks using first-order conditional independence.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:10655969	(1999) Effect of diet composition and ration size on key enzyme activities of glycolysis-gluconeogenesis, the pentose phosphate pathway and amino acid metabolism in liver of gilthead sea bream (Sparus aurata).	2	10	2.55	0.0372	9606.ENSP00000320171,9606.ENSP00000339933	PKM,PKLR
PMID:24166552	(1996) Inheritance and linkage relationships of isozyme and morphological loci in cucumber (Cucumis sativus L.).	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:16668032	(1991) Drought Stress, Enzymes of Glutathione Metabolism, Oxidation Injury, and Protein Synthesis in Tortula ruralis.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
PMID:24221064	(1990) Genetical control and linkage relationships of Isozyme markers in sugar beet (B. vulgaris L.). 2. NADP- and NAD-specific malate dehydrogenases, 6-P-gluconate dehydrogenase, shikimate dehydrogenase, diaphorase and aconitase.	2	10	2.55	0.0372	9606.ENSP00000327070,9606.ENSP00000438144	MDH2,MDH1
