#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:27473374	(2016) Proteinase-activated receptor 2 (PAR2) in hepatic stellate cells - evidence for a role in hepatocellular carcinoma growth in vivo.	7	88	1.91	9.80e-06	9606.ENSP00000219070,9606.ENSP00000229239,9606.ENSP00000314897,9606.ENSP00000336762,9606.ENSP00000355361,9606.ENSP00000360997,9606.ENSP00000451040	MMP2,GAPDH,ANGPT2,ANG,CD47,ADAMTS13,PGF
PMID:6321536	(1984) Plasma adrenocorticotropin and cortisol responses to ovine corticotropin-releasing factor in patients with adrenocortical insufficiency due to hypothalamic and pituitary disorders.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6321557	(1984) Arginine vasopressin potentiates adrenocorticotropin release induced by ovine corticotropin-releasing factor.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6322088	(1984) [Adrenocorticotropic function of the hypophysis and its regulation in the human fetus].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6323518	(1984) Immunoreactive corticotropin and corticotropin-releasing factor in human hypothalamus, adrenal, lung cancer, and pheochromocytoma.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6323684	(1984) Effect of ethanol on the hypothalamic-pituitary-adrenal axis in the rat: role of corticotropin-releasing factor (CRF).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6323861	(1984) Interactions between CRF, epinephrine, vasopressin and glucocorticoids in the control of ACTH secretion.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6324597	(1984) Psychiatric implications of basic and clinical studies with corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6324957	(1984) Corticotropin-releasing factor receptors in rat pituitary gland: autoradiographic localization.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6325132	(1984) In vitro adrenocorticotropinbeta-endorphin-releasing activity of vasopressin analogs is related neither to pressor nor to antidiuretic activity.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6325215	(1984) 12-O-tetradecanoyl-phorbol-13-acetate-induced ACTH secretion in pituitary tumor cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6325850	(1984) Plasma ACTH-response to the corticotropin releasing factor in patients with Cushings disease. Comparison with the lysine-vasopressin test.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6326967	(1984) Co-localization of CRF-ir perikarya and ACTH-ir fibers in rat brain.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6327231	(1984) Multiple stimulation of the adenohypophysis by combinations of hypothalamic releasing factors.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6327240	(1984) Arginine vasopressin and adrenocorticotropin release: correlation between binding characteristics and biological activity in anterior pituitary dispersed cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6327456	(1984) Corticotropin releasing factor-like peptides produce selective dilatation of the dog mesenteric circulation.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6327750	(1984) The corticotropin-releasing hormone stimulation test: a possible aid in the evaluation of patients with adrenal insufficiency.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6328303	(1984) Ectopic secretion of corticotropin-releasing factor as a cause of Cushings syndrome. A clinical, morphologic, and biochemical study.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6328345	(1984) Stimulation of adrenocorticotropinbeta-endorphin release by synthetic ovine corticotropin-releasing factor in vitro. Enhancement by various vasopressin analogs.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6332279	(1984) Corticotropin-releasing factor regulates proopiomelanocortin messenger ribonucleic acid levels in vivo.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6333676	(1984) Corticotropin-releasing factor (CRF)-like immunoreactivity in the adrenal medulla.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6335868	(1984) Synergistical effects of ovine corticotropin-releasing factor (CRF) and arginine vasopressin (AVP) on the release of pro-opiomelanocortin (POMC) related peptides by pituitary adenoma of a patient with Nelsons syndrome in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6367890	(1984) Quantitative immunocytochemistry of corticotropin-releasing factor (CRF). Studies on nonbiological models and on hypothalamic tissues of rats after hypophysectomy, adrenalectomy and dexamethasone treatment.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6377089	(1984) Increase of corticotropin-releasing factor staining in rat paraventricular nucleus neurones by depletion of hypothalamic adrenaline.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6611193	(1984) A comparison of the behavioral effects of CRF, sauvagine and urotensin I.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6714154	(1984) Peptide alpha-amidation activity in mouse anterior pituitary AtT-20 cell granules: properties and secretion.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6130101	(1983) Pituitary adenomas that caused Cushings disease or Nelsons syndrome are not responsive to ovine corticotropin-releasing factor in vitro.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6135600	(1983) Prolonged somatostatin pretreatment desensitizes somatostatins inhibition of receptor-mediated release of adrenocorticotropin hormone and sensitizes adenylate cyclase.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6137260	(1983) The effects of iontophoretic application of putative neurotransmitters on the electrical activity of rat mediobasal hypothalamic neurons in relation to their steroid sensitivity.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6137288	(1983) Chrononeuroendocrine perspectives of ACTH and related peptides.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6137552	(1983) Desensitization of beta adrenergic receptors linked to adrenocorticotropin secretion.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6139922	(1983) [Current knowledge on the biochemistry and function of hypothalamic hormones].	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6191964	(1983) Glucocorticoids inhibit corticotropin-releasing factor-induced production of adenosine 3,5-monophosphate in cultured anterior pituitary cells.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6194860	(1983) Immunocytochemical localization of corticotropin releasing factor (CRF) in the rat spinal cord.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6296594	(1983) Synthetic corticotropin-releasing factor stimulates secretion of immunoreactive beta-endorphinbeta-lipotropin and ACTH by human fetal pituitaries in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6298280	(1983) Effect of synthetic ovine corticotropin-releasing factor. Dose response of plasma adrenocorticotropin and cortisol.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6298906	(1983) In vitro and in vivo ACTH-releasing activity of ovine CRF, sauvagine and urotensin I.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6299714	(1983) Dynamics of cortisol and endorphin responses to graded doses of synthetic ovine CRF in sheep.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6300181	(1983) The evaluation of sodium valproate in the treatment of Nelsons syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6301454	(1983) Additive effects of epinephrine and corticotropin-releasing factor (CRF) on adrenocorticotropin release in rat anterior pituitary cells.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6301458	(1983) Properties and regulation of high-affinity pituitary receptors for corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6301492	(1983) Desensitization of corticotropin-releasing factor receptors.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6302123	(1983) Effects of cyproheptadine, reserpine, and synthetic corticotropin-releasing factor on pituitary glands from patients with Cushings disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6303356	(1983) Corticotropin releasing factor stimulation of protein carboxylmethylation in mouse pituitary tumor cells.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6303752	(1983) Phosphorylation of rat and human adrenocorticotropin-related peptides: physiological regulation and studies of secretion.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6303972	(1983) Solid-phase synthesis and some biological properties of ovine corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6304135	(1983) Corticotropin releasing factor: a new tool for the differential diagnosis of Cushings syndrome.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6305967	(1983) Mechanisms of action of corticotropin-releasing factor and other regulators of corticotropin release in rat pituitary cells.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6306038	(1983) Effect of synthetic ovine corticotropin-releasing factor: prolonged duration of action and biphasic response of plasma adrenocorticotropin and cortisol.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6306671	(1983) Arginine8 vasopressin potentiates the beta-endorphin-releasing activity of ovine corticotropin-releasing factor (oCRF) in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6306675	(1983) Radioimmunoassay of CRF-like material in rat plasma: validation of the method.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6307665	(1983) Effects of synthetic ovine corticotropin-releasing factor, glucocorticoids, catecholamines, neurohypophysial peptides, and other substances on cultured corticotropic cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6307668	(1983) Effects of bilateral adrenalectomy on immunoreactive corticotropin-releasing factor in the rat median eminence and intermediate-posterior pituitary.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6307669	(1983) The hormonal actions of corticotropin-releasing factor in sheep: effect of intravenous and intracerebroventricular injection.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6307672	(1983) Interaction of corticotropin-releasing factor and arginine vasopressin on adrenocorticotropin secretion in vivo.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6308009	(1983) The mouse genome contains two nonallelic pro-opiomelanocortin genes.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6308029	(1983) Responsiveness of the hypophyseal-adrenocortical axis to corticotropin-releasing factor in pituitary-dependent Cushings disease.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6308033	(1983) beta-endorphin suppresses adrenocorticotropin and cortisol levels in normal human subjects.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6308700	(1983) The relationship between the pineal gland and the pituitary--adrenal axis in health, endocrine and psychiatric conditions.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6309110	(1983) Effect of etomidate enantiomers on CRH-ACTH and prolactin release.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6309891	(1983) Plasma adrenocorticotropin and cortisol responses to intravenous injection of corticotropin-releasing factor in the morning and evening.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6310414	(1983) Corticotropin-releasing factor is a potent inhibitor of sexual receptivity in the female rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6311521	(1983) Influence of the frequency of ovine corticotropin-releasing factor administration on adrenocorticotropin and corticosterone secretion in the rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6311862	(1983) Augmentation of ACTH-releasing activity of synthetic corticotropin releasing factor (CRF) by vasopressin in women.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6311867	(1983) Corticotropin-releasing factor test in normal subjects and patients with hypothalamic-pituitary-adrenal disorders.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6312319	(1983) Modulation of stress-induced ACTH release by corticotropin-releasing factor, catecholamines and vasopressin.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6312433	(1983) Associated endocrine, physiological and behavioral changes in rhesus monkeys after intravenous corticotropin-releasing factor administration.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6313156	(1983) Isolation, analysis of structure, synthesis, and biological actions of urotensin I neuropeptides.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6313440	(1983) [Effects of synthetic ovine corticotropin-releasing factor (CRF) on ACTH release in vitro].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6313734	(1983) Plasma distribution, disappearance half-time, metabolic clearance rate, and degradation of synthetic ovine corticotropin-releasing factor in man.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6313735	(1983) Immediate and delayed alterations of adrenocorticotropin and cortisol nyctohemeral profiles after corticotropin-releasing factor in normal man.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6314292	(1983) Effect of 41-CRF antiserum on the secretion of ACTH, B-endorphin and alpha-MSH in the rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6315557	(1983) Perinatal thiouracil exposure depresses corticotropin-releasing factor activity in 15 day old rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6317143	(1983) Effect of the serotonin reuptake inhibitor fluoxetine on corticotropin-releasing factor and vasopressin secretion into hypophysial portal blood.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6318148	(1983) Angiotensin II and ACTH release: site of action and potency relative to corticotropin releasing factor and vasopressin.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6320315	(1983) Effect of angiotensin II on ACTH release in vivo: role of corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6323156	(1983) Effects of synthetic ovine corticotropin-releasing factor (CRF) on plasma ACTH and cortisol in 31 normal human males.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6600512	(1983) Cloning and sequence analysis of cDNA for ovine corticotropin-releasing factor precursor.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6600847	(1983) Distribution of corticotropin-releasing factor in ovine brain determined by radioimmunoassay.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6601246	(1983) Differences in the Elution profiles of corticotropin-releasing activity in rat plasma and hypothalamic extracts following high performance liquid chromatography.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6601247	(1983) Organization of ovine corticotropin-releasing factor immunoreactive cells and fibers in the rat brain: an immunohistochemical study.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6603620	(1983) Characterization of rat hypothalamic corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6603889	(1983) Corticotropin-releasing factor activates noradrenergic neurons of the locus coeruleus.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6605243	(1983) Ovine corticotropin-releasing factor and vasopressin: antibody-quenching studies on hypothalamic extracts of normal and Brattleboro rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6605787	(1983) Corticotropin releasing factor produces increases in brain excitability and convulsive seizures in rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6606178	(1983) Structural homology of corticotropin-releasing factor, sauvagine, and urotensin I: circular dichroism and prediction studies.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6606179	(1983) Surface properties of an amphiphilic peptide hormone and of its analog: corticotropin-releasing factor and sauvagine.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6848383	(1983) Mammalian pharmacology of the fish neuropeptide urotensin I.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6122767	(1982) New hypothalamic hormone, corticotropin-releasing factor, specifically stimulates the release of adrenocorticotropic hormone and cortisol in man.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6123009	(1982) Corticotropin releasing factor stimulates ACTH release from human pituitary corticotropic tumour cells in culture.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6128732	(1982) Somatostatin inhibits multireceptor stimulation of cyclic AMP formation and corticotropin secretion in mouse pituitary tumor cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6274623	(1982) In vivo corticotropin-releasing factor-induced secretion of adrenocorticotropin, beta-endorphin, and corticosterone.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6274628	(1982) In vivo adrenocorticotropin-releasing activity of neurohypophyseal hormones and their analogs.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6276148	(1982) Vasopressin-dependent and -independent control of the release of adrenocorticotropin.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6280987	(1982) Differential effects of dithiothreitol and iodoacetamide on corticotropin-releasing factor (CRF) activity of bovine hypothalamic CRFs and vasopressin.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6280988	(1982) Adrenocorticotropin, and corticosterone secretion in Brattleboro rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6281886	(1982) Corticotropin-releasing factor stimulates accumulation of adenosine 3, 5-monophosphate in rat pituitary corticotrophs.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6283632	(1982) Corticotropin-releasing factor stimulates secretion of melanocyte-stimulating hormone from the rat pituitary.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6284516	(1982) Concomitant secretion of calcitonin, beta-endorphin and ACTH from medullary thyroid carcinoma in vivo and in vitro.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6285317	(1982) In vitro potentiation of the activity of synthetic ovine corticotropin-releasing factor by arginine vasopressin.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6288045	(1982) Corticotropin releasing factor stimulates adrenocorticotropin and beta-endorphin release from AtT-20 mouse pituitary tumor cells.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6288359	(1982) Corticotropin releasing factor (CRF): effects on the release of pro-opiomelanocortin (POMC)-related peptides by human anterior pituitary cells in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6288750	(1982) Pituitary microadenomas causing Cushings disease respond to corticotropin-releasing factor.	2	4	2.71	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6288752	(1982) Metabolic clearance rate and plasma half-life of radioiodinated corticotropin releasing factor in a primate.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6289439	(1982) Inhibition of adrenocorticotropic hormone secretion in the rat by immunoneutralization of corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6289934	(1982) [Functional maturation of the human corticotropin releasing factor-adrenocorticotropic hormone system during intrauterine life. An in vitro study].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6290198	(1982) Vasopressin potentiates cyclic AMP accumulation and ACTH release induced by corticotropin-releasing factor (CRF) in rat anterior pituitary cells in culture.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6290522	(1982) Effects of synthetic corticotropin-releasing factor and dopamine on the release of immunoreactive beta-endorphinbeta-lipotropin and alpha-melanocyte-stimulating hormone from human fetal pituitaries in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6290814	(1982) Synthesis and biological properties of ovine corticotropin-releasing factor (CRF).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6292895	(1982) Corticotropin-releasing factor stimulates phospholipid methylation and corticotropin secretion in mouse pituitary tumor cells.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6293810	(1982) The effect of serotonin agonist 1-(trifluoromethylphenyl)-piperazine on corticotropin releasing factor and arginine vasopressin in rat hypothalamic nuclei.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6294636	(1982) Lack of effect of corticotropin releasing factor on hypothalamic dopamine and serotonin synthesis turnover rates in rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6295379	(1982) Ovine corticotropin-releasing factor stimulates the concomitant secretion of corticotropin, beta-lipotropin, beta-endorphin and gamma-melanotropin by the bovine adenohypophysis in vitro.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6298539	(1982) Site of calcium requirement for stimulation of ACTH release in rat anterior pituitary cells in culture by synthetic ovine corticotropin-releasing factor.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6298888	(1982) Alpha 1-adrenergic stimulation of ACTH secretion in vivo in the rat.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6300509	(1982) Corticotropin releasing factor (CRF)-stimulation test in normal controls and patients with disturbances of the hypothalamo-pituitary-adrenal axis.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6300809	(1982) Production of antiserum to CRF associated with adrenal atrophy in a rabbit.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6301653	(1982) [Effects of electric stimulation of the para-ventricular nucleus on corticotropin function in Long-Evans and Brattleboro rats].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6757895	(1982) Isolation and amino acid sequence of urotensin I, a vasoactive and ACTH-releasing neuropeptide, from the carp (Cyprinus carpio) urophysis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6761609	(1982) Immunocytochemical demonstration of corticoliberin-like immunoreactivity (CLI) in neurones of the rat amygdala central nucleus (ACN).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6979038	(1982) Radioimmunoassay of CRF-like material in rat hypothalamus.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:7049676	(1982) Corticotropin-releasing factor: actions on the sympathetic nervous system and metabolism.	2	5	2.61	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:7110634	(1982) Electrical stimulation in the rat of the supraoptic nucleus: failure to alter plasma corticosterone after surgical lesioning of the paraventricular nucleus.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6122732	(1981) [Vasopressin and CRF in the regulation of ACTH secretion by the anterior and intermediate lobes of the pituitary gland (authors transl)].	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6178095	(1981) The brain-gut-skin triangle: new peptides.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6256157	(1981) Ontogenesis of glucocorticoid receptors in anterior pituitary gland: transient dissociation among cytroplasmic receptor density, nuclear uptake, and regulation of corticotropic activity.	2	3	2.84	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6259547	(1981) Vasopressin and CRF-ACTH in adrenalectomized and dexamethasone-treated rats.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6261179	(1981) The site of inhibitory action of a natural (corticosterone) and synthetic steroid (dexamethasone) in the hypothalamic-pituitary-adrenal axis.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6264793	(1981) Corticoliberin activity of rat neurohypophysis is distinct from vasopressin.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6266205	(1981) A different distribution of corticotropin releasing factor and arginine vasopressin contents in the hypothalamic nuclei after estrogen administration.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6268376	(1981) Nature and control of peptide release from the pars intermedia.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6273874	(1981) Primary structure of corticotropin-releasing factor from ovine hypothalamus.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6276870	(1981) In vivo and in vitro release of ACTH by synthetic CRF.	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
PMID:6278121	(1981) Pituitary-adrenocortical stimulation and anti-inflammatory actions of 4-ethoxy-2-methyl-5-morpholino-3(2H)-pyridazinone (M73101).	2	2	3.01	0.0191	9606.ENSP00000276571,9606.ENSP00000384092	CRH,POMC
